O*NET-SOC Code,Occupation (O*NET-SOC Title),Task ID,Task,Task Type,Date,Category,Frequency,Importance,Relevance,Occupation Mean Annual Wage,Occupation Employment,Skill (O*NET Work Activity),Skill ID (O*NET Generalized Work Activity ID)
43-4131.00,Loan Interviewers and Clerks,11304,Accept payment on accounts.,Supplemental,Jul-17,5,5,4.14,59.21,51050,173100,['Monitoring and Controlling Resources'],['4.A.4.c.3']
43-4141.00,New Accounts Clerks,4723,"Compile information about new accounts, enter account information into computers, and file related forms or other documents.",Core,Aug-20,6,6,4.57,96.32,47610,38030,"['Processing Information', 'Working with Computers', 'Performing Administrative Activities']","['4.A.2.a.2', '4.A.3.b.1', '4.A.4.c.1']"
43-4141.00,New Accounts Clerks,4728,"Collect and record customer deposits and fees and issue receipts, using computers.",Core,Aug-20,7,7,4.55,91.08,47610,38030,['Monitoring and Controlling Resources'],['4.A.4.c.3']
43-4141.00,New Accounts Clerks,4726,"Inform customers of procedures for applying for services, such as ATM cards, direct deposit of checks, and certificates of deposit.",Core,Aug-20,5,5,4.5,99.98,47610,38030,['Interpreting the Meaning of Information for Others'],['4.A.4.a.1']
43-4141.00,New Accounts Clerks,4729,"Investigate and correct errors upon customers' request, according to customer and bank records.",Core,Aug-20,3,3,4.1,94.54,47610,38030,['Performing for or Working Directly with the Public'],['4.A.4.a.8']
43-4141.00,New Accounts Clerks,4731,Execute wire transfers of funds.,Core,Aug-20,4,4,4.08,88.16,47610,38030,['Performing Administrative Activities'],['4.A.4.c.1']
43-4141.00,New Accounts Clerks,20141,Process loan applications.,Supplemental,Aug-20,4,4,4.58,27.93,47610,38030,['Performing Administrative Activities'],['4.A.4.c.1']
43-4141.00,New Accounts Clerks,4727,Obtain credit records from reporting agencies.,Supplemental,Aug-20,4,4,4.38,43.46,47610,38030,['Getting Information'],['4.A.1.a.1']
43-4141.00,New Accounts Clerks,4735,Schedule repairs for locks on safe-deposit boxes.,Supplemental,Aug-20,3,3,3.2,31.14,47610,38030,['Scheduling Work and Activities'],['4.A.2.b.5']
43-4141.00,New Accounts Clerks,4732,Duplicate records for distribution to branch offices.,Supplemental,Aug-20,3,3,2.69,29.93,47610,38030,['Controlling Machines and Processes'],['4.A.3.a.3']
43-4151.00,Order Clerks,2675,Review orders for completeness according to reporting procedures and forward incomplete orders for further processing.,Core,Aug-23,5,5,4.49,79.06,46270,83420,['Processing Information'],['4.A.2.a.2']
43-4151.00,Order Clerks,2668,"Obtain customers' names, addresses, and billing information, product numbers, and specifications of items to be purchased, and enter this information on order forms.",Core,Aug-23,5,5,4.44,85.41,46270,83420,['Getting Information'],['4.A.1.a.1']
43-4151.00,Order Clerks,2671,Receive and respond to customer complaints.,Core,Aug-23,7,7,4.24,95.53,46270,83420,['Performing for or Working Directly with the Public'],['4.A.4.a.8']
43-4151.00,Order Clerks,2674,Check inventory records to determine availability of requested merchandise.,Core,Aug-23,5,5,4.23,70.23,46270,83420,['Monitoring and Controlling Resources'],['4.A.4.c.3']
43-4151.00,Order Clerks,2672,"Verify customer and order information for correctness, checking it against previously obtained information as necessary.",Core,Aug-23,5,5,4.22,83.27,46270,83420,"['Inspecting Equipment, Structures, or Materials']",['4.A.1.b.2']
43-4151.00,Order Clerks,2678,Compute total charges for merchandise or services and shipping charges.,Core,Aug-23,5,5,4.05,68.69,46270,83420,['Making Decisions and Solving Problems'],['4.A.2.b.1']
43-4151.00,Order Clerks,2670,"Inform customers by mail or telephone of order information, such as unit prices, shipping dates, and any anticipated delays.",Core,Aug-23,5,5,3.92,80.04,46270,83420,['Communicating with People Outside the Organization'],['4.A.4.a.3']
43-4151.00,Order Clerks,2677,"File copies of orders received, or post orders on records.",Core,Aug-23,5,5,3.92,74.54,46270,83420,['Performing Administrative Activities'],['4.A.4.c.1']
43-4151.00,Order Clerks,2684,"Notify departments when supplies of specific items are low, or when orders would deplete available supplies.",Core,Aug-23,3,3,3.66,71.47,46270,83420,"['Communicating with Supervisors, Peers, or Subordinates']",['4.A.4.a.2']
43-4151.00,Order Clerks,2669,"Prepare invoices, shipping documents, and contracts.",Supplemental,Aug-23,5,5,4.3,62.29,46270,83420,['Documenting/Recording Information'],['4.A.3.b.6']
43-4151.00,Order Clerks,2673,Direct specified departments or units to prepare and ship orders to designated locations.,Supplemental,Aug-23,5,5,4.13,56.83,46270,83420,"['Guiding, Directing, and Motivating Subordinates']",['4.A.4.b.4']
43-4151.00,Order Clerks,2681,Adjust inventory records to reflect product movement.,Supplemental,Aug-23,5,5,4.11,53.77,46270,83420,['Documenting/Recording Information'],['4.A.3.b.6']
43-4151.00,Order Clerks,2682,"Collect payment for merchandise, record transactions, and send items, such as checks or money orders for further processing.",Supplemental,Aug-23,5,5,4.09,48.64,46270,83420,"['Performing Administrative Activities', 'Monitoring and Controlling Resources']","['4.A.4.c.1', '4.A.4.c.3']"
43-4151.00,Order Clerks,2686,"Calculate and compile order-related statistics, and prepare reports for management.",Supplemental,Aug-23,5,5,4.08,49.15,46270,83420,"['Estimating the Quantifiable Characteristics of Products, Events, or Information', 'Processing Information']","['4.A.1.b.3', '4.A.2.a.2']"
43-4151.00,Order Clerks,2685,Recommend type of packing or labeling needed on order.,Supplemental,Aug-23,5,5,4.06,50.48,46270,83420,['Providing Consultation and Advice to Others'],['4.A.4.b.6']
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",18572,"Process, verify, and maintain personnel related documentation, including staffing, recruitment, training, grievances, performance evaluations, classifications, and employee leaves of absence.",Core,Jul-17,5,5,4.1,86.67,50950,92580,['Documenting/Recording Information'],['4.A.3.b.6']
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",2689,"Record data for each employee, including such information as addresses, weekly earnings, absences, amount of sales or production, supervisory reports on performance, and dates of and reasons for terminations.",Core,Jul-17,4,4,4.07,84.18,50950,92580,['Documenting/Recording Information'],['4.A.3.b.6']
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",2702,Provide assistance in administering employee benefit programs and worker's compensation plans.,Core,Jul-17,3,3,3.88,77.35,50950,92580,['Staffing Organizational Units'],['4.A.4.c.2']
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",2691,"Answer questions regarding examinations, eligibility, salaries, benefits, and other pertinent information.",Core,Jul-17,5,5,3.78,91.98,50950,92580,['Interpreting the Meaning of Information for Others'],['4.A.4.a.1']
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",2693,Gather personnel records from other departments or employees.,Core,Jul-17,5,5,3.76,84.87,50950,92580,['Processing Information'],['4.A.2.a.2']
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",2692,Examine employee files to answer inquiries and provide information for personnel actions.,Core,Jul-17,5,5,3.67,95.86,50950,92580,['Getting Information'],['4.A.1.a.1']
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",2694,"Search employee files to obtain information for authorized persons and organizations, such as credit bureaus and finance companies.",Core,Jul-17,4,4,3.45,78.77,50950,92580,['Getting Information'],['4.A.1.a.1']
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",2697,Compile and prepare reports and documents pertaining to personnel activities.,Core,Jul-17,3,3,3.21,72.97,50950,92580,['Processing Information'],['4.A.2.a.2']
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",2690,Process and review employment applications to evaluate qualifications or eligibility of applicants.,Supplemental,Jul-17,5,5,3.98,55.59,50950,92580,['Staffing Organizational Units'],['4.A.4.c.2']
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",2698,Inform job applicants of their acceptance or rejection of employment.,Supplemental,Jul-17,4,4,3.89,66.8,50950,92580,['Staffing Organizational Units'],['4.A.4.c.2']
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",2701,Arrange for advertising or posting of job vacancies and notify eligible workers of position availability.,Supplemental,Jul-17,3,3,3.75,47.92,50950,92580,['Staffing Organizational Units'],['4.A.4.c.2']
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",2704,"Administer and score applicant and employee aptitude, personality, and interest assessment instruments.",Supplemental,Jul-17,3,3,3.54,36.63,50950,92580,['Staffing Organizational Units'],['4.A.4.c.2']
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,9758,Examine passenger documentation to determine destinations and to assign boarding passes.,Core,Jul-13,7,7,4.83,90.16,47720,127440,['Getting Information'],['4.A.1.a.1']
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,9762,"Trace lost, delayed, or misdirected baggage for customers.",Core,Jul-13,7,7,4.78,75.32,47720,127440,"['Monitoring Processes, Materials, or Surroundings']",['4.A.1.a.2']
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,9754,"Determine whether space is available on travel dates requested by customers, assigning requested spaces when available.",Core,Jul-13,7,7,4.48,93.65,47720,127440,['Assisting and Caring for Others'],['4.A.4.a.5']
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,9753,"Assemble and issue required documentation, such as tickets, travel insurance policies, or itineraries.",Core,Jul-13,7,7,4.44,87.11,47720,127440,"['Processing Information', 'Assisting and Caring for Others']","['4.A.2.a.2', '4.A.4.a.5']"
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,9756,Maintain computerized inventories of available passenger space and provide information on space reserved or available.,Core,Jul-13,7,7,4.39,77.42,47720,127440,['Documenting/Recording Information'],['4.A.3.b.6']
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,9755,"Inform clients of essential travel information, such as travel times, transportation connections, or medical and visa requirements.",Core,Jul-13,7,7,4.38,74.66,47720,127440,['Interpreting the Meaning of Information for Others'],['4.A.4.a.1']
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,9752,"Answer inquiries regarding information, such as schedules, accommodations, procedures, or policies.",Core,Jul-13,7,7,4.37,97.51,47720,127440,['Interpreting the Meaning of Information for Others'],['4.A.4.a.1']
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,9749,"Plan routes, itineraries, and accommodation details, and compute fares and fees, using schedules, rate books, and computers.",Core,Jul-13,7,7,4.36,68.32,47720,127440,"['Making Decisions and Solving Problems', 'Assisting and Caring for Others']","['4.A.2.b.1', '4.A.4.a.5']"
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,9751,Prepare customer invoices and accept payment.,Supplemental,Jul-13,7,7,4.51,60.63,47720,127440,['Monitoring and Controlling Resources'],['4.A.4.c.3']
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,9766,"Provide customers with travel suggestions and information sources, such as guides, directories, brochures, or maps.",Supplemental,Jul-13,7,7,3.97,63.47,47720,127440,['Communicating with People Outside the Organization'],['4.A.4.a.3']
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,9767,Contact customers or travel agents to advise them of travel conveyance changes or to confirm reservations.,Supplemental,Jul-13,4,4,3.33,63.44,47720,127440,['Communicating with People Outside the Organization'],['4.A.4.a.3']
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,9768,"Contact motel, hotel, resort, and travel operators to obtain current advertising literature.",Supplemental,Jul-13,3,3,2.82,25.69,47720,127440,['Getting Information'],['4.A.1.a.1']
43-5011.01,Freight Forwarders,17700,"Arrange for applicable duties, taxes, or paperwork for customs clearance.",Core,Aug-24,5,5,4.52,71.69,,,['Documenting/Recording Information'],['4.A.3.b.6']
43-5011.01,Freight Forwarders,17689,"Inform clients of factors such as shipping options, timelines, transfers, or regulations affecting shipments.",Core,Aug-24,5,5,4.52,87.08,,,['Interpreting the Meaning of Information for Others'],['4.A.4.a.1']
43-5011.01,Freight Forwarders,17687,"Prepare shipping documentation, such as bills of lading, packing lists, dock receipts, or certificates of origin.",Core,Aug-24,5,5,4.51,84.68,,,['Documenting/Recording Information'],['4.A.3.b.6']
43-5011.01,Freight Forwarders,17701,Complete customs paperwork.,Core,Aug-24,5,5,4.47,79.6,,,['Documenting/Recording Information'],['4.A.3.b.6']
43-5011.01,Freight Forwarders,17696,Prepare invoices or cost quotations for freight transportation.,Core,Aug-24,5,5,4.42,85.64,,,['Documenting/Recording Information'],['4.A.3.b.6']
43-5011.01,Freight Forwarders,17680,"Select shipment routes, based on nature of goods shipped, transit times, or security needs.",Core,Aug-24,5,5,4.39,75.64,,,['Analyzing Data or Information'],['4.A.2.a.4']
43-5011.01,Freight Forwarders,17686,"Calculate weight, volume, or cost of goods to be moved.",Core,Aug-24,5,5,4.38,81.01,,,['Making Decisions and Solving Problems'],['4.A.2.b.1']
43-5011.01,Freight Forwarders,17681,Determine efficient and cost-effective methods of moving goods from one location to another.,Core,Aug-24,5,5,4.33,90.02,,,['Analyzing Data or Information'],['4.A.2.a.4']
43-5011.01,Freight Forwarders,17695,Pay or arrange for payment of freight or insurance fees or other charges.,Core,Aug-24,5,5,4.32,90.29,,,['Performing Administrative Activities'],['4.A.4.c.1']
43-5011.01,Freight Forwarders,17692,Monitor or record locations of goods in transit.,Core,Aug-24,5,5,4.29,86.54,,,"['Monitoring Processes, Materials, or Surroundings']",['4.A.1.a.2']
43-5011.01,Freight Forwarders,17690,Keep records of goods dispatched or received.,Core,Aug-24,5,5,4.28,94.43,,,['Documenting/Recording Information'],['4.A.3.b.6']
43-5011.01,Freight Forwarders,17682,"Reserve necessary space on ships, aircraft, trains, or trucks.",Core,Aug-24,5,5,4.26,81.43,,,"['Guiding, Directing, and Motivating Subordinates']",['4.A.4.b.4']
43-5011.01,Freight Forwarders,17694,Obtain or arrange cargo insurance.,Core,Aug-24,5,5,4.23,75.07,,,['Performing Administrative Activities'],['4.A.4.c.1']
43-5011.01,Freight Forwarders,17688,Consolidate loads with a common destination to reduce costs to individual shippers.,Core,Aug-24,5,5,4.17,80.15,,,"['Identifying Objects, Actions, and Events']",['4.A.1.b.1']
43-5011.01,Freight Forwarders,17703,Provide detailed port information to importers or exporters.,Core,Aug-24,5,5,4.13,84.4,,,['Interpreting the Meaning of Information for Others'],['4.A.4.a.1']
43-5011.01,Freight Forwarders,17704,"Provide shipment status notification to exporters, consignees, or insurers.",Core,Aug-24,5,5,4.11,89.88,,,"['Guiding, Directing, and Motivating Subordinates']",['4.A.4.b.4']
43-5011.01,Freight Forwarders,17699,"Verify adherence of documentation to customs, insurance, or regulatory requirements.",Core,Aug-24,5,5,4.05,94.77,,,['Evaluating Information to Determine Compliance with Standards'],['4.A.2.a.3']
43-5011.01,Freight Forwarders,17691,"Maintain current knowledge of relevant legislation, political situations, or other factors that could affect freight shipping.",Core,Aug-24,5,5,3.94,86.23,,,['Updating and Using Relevant Knowledge'],['4.A.2.b.3']
43-5011.01,Freight Forwarders,17702,Make arrangements with customs brokers to facilitate the passage of goods through customs.,Supplemental,Aug-24,5,5,4.37,65.7,,,"['Communicating with Supervisors, Peers, or Subordinates']",['4.A.4.a.2']
43-5031.00,Public Safety Telecommunicators,2705,"Determine response requirements and relative priorities of situations, and dispatch units in accordance with established procedures.",Core,Aug-23,7,7,4.84,99.93,54800,101140,"['Guiding, Directing, and Motivating Subordinates']",['4.A.4.b.4']
43-5031.00,Public Safety Telecommunicators,2710,"Relay information and messages to and from emergency sites, to law enforcement agencies, and to all other individuals or groups requiring notification.",Core,Aug-23,7,7,4.73,98.36,54800,101140,"['Communicating with Supervisors, Peers, or Subordinates']",['4.A.4.a.2']
43-5031.00,Public Safety Telecommunicators,2706,"Record details of calls, dispatches, and messages.",Core,Aug-23,7,7,4.7,98.5,54800,101140,['Documenting/Recording Information'],['4.A.3.b.6']
43-5031.00,Public Safety Telecommunicators,2715,"Monitor various radio frequencies, such as those used by public works departments, school security, and civil defense, to stay apprised of developing situations.",Core,Aug-23,7,7,4.68,93.15,54800,101140,['Controlling Machines and Processes'],['4.A.3.a.3']
43-5031.00,Public Safety Telecommunicators,2717,Read and effectively interpret small-scale maps and information from a computer screen to determine locations and provide directions.,Core,Aug-23,7,7,4.63,99.93,54800,101140,['Getting Information'],['4.A.1.a.1']
43-5031.00,Public Safety Telecommunicators,2712,"Maintain access to, and security of, highly sensitive materials.",Core,Aug-23,5,5,4.6,93.76,54800,101140,['Performing General Physical Activities'],['4.A.3.a.1']
43-5031.00,Public Safety Telecommunicators,2708,"Enter, update, and retrieve information from teletype networks and computerized data systems regarding such things as wanted persons, stolen property, vehicle registration, and stolen vehicles.",Core,Aug-23,7,7,4.57,98.33,54800,101140,"['Getting Information', 'Working with Computers']","['4.A.1.a.1', '4.A.3.b.1']"
43-5031.00,Public Safety Telecommunicators,2709,"Scan status charts and computer screens, and contact emergency response field units to determine emergency units available for dispatch.",Core,Aug-23,7,7,4.5,93.02,54800,101140,"['Controlling Machines and Processes', 'Communicating with Supervisors, Peers, or Subordinates']","['4.A.3.a.3', '4.A.4.a.2']"
43-5031.00,Public Safety Telecommunicators,2718,"Answer routine inquiries, and refer calls not requiring dispatches to appropriate departments and agencies.",Core,Aug-23,7,7,4.48,100,54800,101140,"['Communicating with People Outside the Organization', 'Assisting and Caring for Others']","['4.A.4.a.3', '4.A.4.a.5']"
43-5031.00,Public Safety Telecommunicators,2713,Observe alarm registers and scan maps to determine whether a specific emergency is in the dispatch service area.,Core,Aug-23,5,5,4.31,81.75,54800,101140,"['Monitoring Processes, Materials, or Surroundings']",['4.A.1.a.2']
43-5031.00,Public Safety Telecommunicators,2714,"Maintain files of information relating to emergency calls, such as personnel rosters and emergency call-out and pager files.",Core,Aug-23,5,5,4.2,89.83,54800,101140,['Documenting/Recording Information'],['4.A.3.b.6']
43-5031.00,Public Safety Telecommunicators,2720,"Monitor alarm systems to detect emergencies, such as fires and illegal entry into establishments.",Supplemental,Aug-23,5,5,4.31,62.49,54800,101140,"['Monitoring Processes, Materials, or Surroundings']",['4.A.1.a.2']
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",2723,"Schedule or dispatch workers, work crews, equipment, or service vehicles to appropriate locations, according to customer requests, specifications, or needs, using radios or telephones.",Core,Aug-21,7,7,4.79,99.24,53150,211000,['Scheduling Work and Activities'],['4.A.2.b.5']
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",2727,Prepare daily work and run schedules.,Core,Aug-21,7,7,4.66,93.53,53150,211000,"['Guiding, Directing, and Motivating Subordinates']",['4.A.4.b.4']
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",2728,Receive or prepare work orders.,Core,Aug-21,5,5,4.46,69.41,53150,211000,['Documenting/Recording Information'],['4.A.3.b.6']
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",2731,"Record and maintain files or records of customer requests, work or services performed, charges, expenses, inventory, or other dispatch information.",Core,Aug-21,5,5,4.39,94.13,53150,211000,['Documenting/Recording Information'],['4.A.3.b.6']
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",2730,Monitor personnel or equipment locations and utilization to coordinate service and schedules.,Core,Aug-21,7,7,4.37,86.57,53150,211000,"['Monitoring Processes, Materials, or Surroundings']",['4.A.1.a.2']
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",2732,"Determine types or amounts of equipment, vehicles, materials, or personnel required, according to work orders or specifications.",Core,Aug-21,7,7,4.14,73.67,53150,211000,['Making Decisions and Solving Problems'],['4.A.2.b.1']
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",2733,"Advise personnel about traffic problems, such as construction areas, accidents, congestion, weather conditions, or other hazards.",Core,Aug-21,5,5,3.72,96.4,53150,211000,"['Communicating with Supervisors, Peers, or Subordinates']",['4.A.4.a.2']
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",2729,Oversee all communications within specifically assigned territories.,Supplemental,Aug-21,7,7,4.53,47.28,53150,211000,['Controlling Machines and Processes'],['4.A.3.a.3']
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",2735,Order supplies or equipment and issue them to personnel.,Supplemental,Aug-21,3,3,3.56,41.22,53150,211000,['Monitoring and Controlling Resources'],['4.A.4.c.3']
43-5061.00,"Production, Planning, and Expediting Clerks",11370,Distribute production schedules or work orders to departments.,Core,Aug-22,5,5,4.35,81.73,60420,385000,"['Communicating with Supervisors, Peers, or Subordinates']",['4.A.4.a.2']
43-5061.00,"Production, Planning, and Expediting Clerks",11363,"Review documents, such as production schedules, work orders, or staffing tables, to determine personnel or materials requirements or material priorities.",Core,Aug-22,5,5,4.16,73.7,60420,385000,['Getting Information'],['4.A.1.a.1']
43-5061.00,"Production, Planning, and Expediting Clerks",11368,Requisition and maintain inventories of materials or supplies necessary to meet production demands.,Core,Aug-22,5,5,3.94,76.99,60420,385000,['Monitoring and Controlling Resources'],['4.A.4.c.3']
43-5061.00,"Production, Planning, and Expediting Clerks",11375,"Plan production commitments or timetables for business units, specific programs, or jobs, using sales forecasts.",Core,Aug-22,5,5,3.78,68.03,60420,385000,"['Guiding, Directing, and Motivating Subordinates']",['4.A.4.b.4']
43-5061.00,"Production, Planning, and Expediting Clerks",11371,"Compile information, such as production rates and progress, materials inventories, materials used, or customer information, so that status reports can be completed.",Core,Aug-22,5,5,3.77,77.6,60420,385000,['Processing Information'],['4.A.2.a.2']
43-5061.00,"Production, Planning, and Expediting Clerks",11377,"Compile and prepare documentation related to production sequences, transportation, personnel schedules, or purchase, maintenance, or repair orders.",Supplemental,Aug-22,5,5,3.68,57.78,60420,385000,"['Processing Information', 'Documenting/Recording Information']","['4.A.2.a.2', '4.A.3.b.6']"
43-5061.00,"Production, Planning, and Expediting Clerks",11369,"Calculate figures, such as required amounts of labor or materials, manufacturing costs, or wages, using pricing schedules, adding machines, calculators, or computers.",Supplemental,Aug-22,5,5,3.67,47.83,60420,385000,['Making Decisions and Solving Problems'],['4.A.2.b.1']
43-5061.00,"Production, Planning, and Expediting Clerks",11373,Contact suppliers to verify shipment details.,Supplemental,Aug-22,4,4,3.63,49.83,60420,385000,"['Guiding, Directing, and Motivating Subordinates']",['4.A.4.b.4']
43-5061.00,"Production, Planning, and Expediting Clerks",11367,"Record production data, including volume produced, consumption of raw materials, or quality control measures.",Supplemental,Aug-22,5,5,3.45,65.89,60420,385000,['Documenting/Recording Information'],['4.A.3.b.6']
43-5061.00,"Production, Planning, and Expediting Clerks",11376,"Establish and prepare product construction directions and locations and information on required tools, materials, equipment, numbers of workers needed, and cost projections.",Supplemental,Aug-22,5,5,3.35,39.79,60420,385000,['Documenting/Recording Information'],['4.A.3.b.6']
43-5061.00,"Production, Planning, and Expediting Clerks",11374,"Maintain files, such as maintenance records, bills of lading, or cost reports.",Supplemental,Aug-22,5,5,3.2,47.28,60420,385000,['Documenting/Recording Information'],['4.A.3.b.6']
43-5061.00,"Production, Planning, and Expediting Clerks",11378,"Provide documentation and information to account for delays, difficulties, or changes to cost estimates.",Supplemental,Aug-22,4,4,2.92,40.43,60420,385000,['Documenting/Recording Information'],['4.A.3.b.6']
43-5111.00,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",11380,"Document quantity, quality, type, weight, test result data, and value of materials or products to maintain shipping, receiving, and production records and files.",Core,Aug-18,7,7,4.43,83.47,46660,49720,['Documenting/Recording Information'],['4.A.3.b.6']
43-5111.00,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",11381,"Compare product labels, tags, or tickets, shipping manifests, purchase orders, and bills of lading to verify accuracy of shipment contents, quality specifications, or weights.",Supplemental,Aug-18,7,7,4.45,63.05,46660,49720,"['Inspecting Equipment, Structures, or Materials']",['4.A.1.b.2']
43-5111.00,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",11384,"Communicate with customers and vendors to exchange information regarding products, materials, and services.",Supplemental,Aug-18,5,5,3.97,44.81,46660,49720,['Interpreting the Meaning of Information for Others'],['4.A.4.a.1']
43-5111.00,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",11388,Operate scalehouse computers to obtain weight information about incoming shipments such as those from waste haulers.,Supplemental,Aug-18,5,5,3.79,33.11,46660,49720,['Working with Computers'],['4.A.3.b.1']
43-6011.00,Executive Secretaries and Executive Administrative Assistants,2770,Manage and maintain executives' schedules.,Core,Jul-17,5,5,4.38,78.04,77060,472770,['Scheduling Work and Activities'],['4.A.2.b.5']
43-6011.00,Executive Secretaries and Executive Administrative Assistants,2771,"Prepare invoices, reports, memos, letters, financial statements, and other documents, using word processing, spreadsheet, database, or presentation software.",Core,Jul-17,5,5,4.17,96.45,77060,472770,['Documenting/Recording Information'],['4.A.3.b.6']
43-6011.00,Executive Secretaries and Executive Administrative Assistants,2776,Prepare responses to correspondence containing routine inquiries.,Core,Jul-17,5,5,4.02,92.41,77060,472770,['Performing Administrative Activities'],['4.A.4.c.1']
43-6011.00,Executive Secretaries and Executive Administrative Assistants,2773,"Open, sort, and distribute incoming correspondence, including faxes and email.",Core,Jul-17,5,5,4.01,91.1,77060,472770,"['Processing Information', 'Monitoring and Controlling Resources']","['4.A.2.a.2', '4.A.4.c.3']"
43-6011.00,Executive Secretaries and Executive Administrative Assistants,18575,"Prepare agendas and make arrangements, such as coordinating catering for luncheons, for committee, board, and other meetings.",Core,Jul-17,3,3,3.9,91.08,77060,472770,['Scheduling Work and Activities'],['4.A.2.b.5']
43-6011.00,Executive Secretaries and Executive Administrative Assistants,2780,"Conduct research, compile data, and prepare papers for consideration and presentation by executives, committees, and boards of directors.",Core,Jul-17,3,3,3.88,71.89,77060,472770,"['Processing Information', 'Documenting/Recording Information']","['4.A.2.a.2', '4.A.3.b.6']"
43-6011.00,Executive Secretaries and Executive Administrative Assistants,18574,"Perform general office duties, such as ordering supplies, maintaining records management database systems, and performing basic bookkeeping work.",Core,Jul-17,5,5,3.88,96.36,77060,472770,['Monitoring and Controlling Resources'],['4.A.4.c.3']
43-6011.00,Executive Secretaries and Executive Administrative Assistants,2774,"File and retrieve corporate documents, records, and reports.",Core,Jul-17,5,5,3.78,90.67,77060,472770,['Performing Administrative Activities'],['4.A.4.c.1']
43-6011.00,Executive Secretaries and Executive Administrative Assistants,2772,"Read and analyze incoming memos, submissions, and reports to determine their significance and plan their distribution.",Core,Jul-17,5,5,3.73,84.43,77060,472770,['Getting Information'],['4.A.1.a.1']
43-6011.00,Executive Secretaries and Executive Administrative Assistants,18577,Provide clerical support to other departments.,Core,Jul-17,5,5,3.63,78.74,77060,472770,['Performing Administrative Activities'],['4.A.4.c.1']
43-6011.00,Executive Secretaries and Executive Administrative Assistants,18578,Process payroll information.,Supplemental,Jul-17,3,3,4.26,40.52,77060,472770,['Performing Administrative Activities'],['4.A.4.c.1']
43-6012.00,Legal Secretaries and Administrative Assistants,768,"Organize and maintain law libraries, documents, and case files.",Core,Aug-24,7,7,4.35,93.81,60320,154540,['Documenting/Recording Information'],['4.A.3.b.6']
43-6012.00,Legal Secretaries and Administrative Assistants,18780,Prepare and distribute invoices to bill clients or pay account expenses.,Core,Aug-24,3,3,4.3,78.29,60320,154540,['Documenting/Recording Information'],['4.A.3.b.6']
43-6012.00,Legal Secretaries and Administrative Assistants,21078,"Prepare, proofread, or process legal documents, such as summonses, subpoenas, complaints, appeals, motions, or pretrial agreements.",Core,Aug-24,6,6,4.29,82.67,60320,154540,"['Evaluating Information to Determine Compliance with Standards', 'Documenting/Recording Information']","['4.A.2.a.3', '4.A.3.b.6']"
43-6012.00,Legal Secretaries and Administrative Assistants,774,"Complete various forms, such as accident reports, trial and courtroom requests, and applications for clients.",Core,Aug-24,4,4,4.11,68.24,60320,154540,['Documenting/Recording Information'],['4.A.3.b.6']
43-6012.00,Legal Secretaries and Administrative Assistants,766,Schedule and make appointments.,Core,Aug-24,6,6,4,83.64,60320,154540,['Scheduling Work and Activities'],['4.A.2.b.5']
43-6012.00,Legal Secretaries and Administrative Assistants,771,Draft and type office memos.,Core,Aug-24,3,3,3.41,83.08,60320,154540,['Performing Administrative Activities'],['4.A.4.c.1']
