User ID,Occupation (O*NET-SOC Title),Gender,Race,Income,Age,Education,Experience,AI Tedious Work Attitude,AI Job Importance Attitude,AI Daily Interest Attitude,AI Suffering Attitude,Political Affiliation,LLM Familiarity,LLM Use in Work,LLM Usage by Type - Information Access,LLM Usage by Type - Edit,LLM Usage by Type - Idea Generation,LLM Usage by Type - Communication,LLM Usage by Type - Analysis,LLM Usage by Type - Decision,LLM Usage by Type - Coding,LLM Usage by Type - System Design,LLM Usage by Type - Data Processing,Recruitment Source
feee15fe-5f10-43ae-9b04-db0b044220bc,Information Technology Project Managers,Male,Asian American and Pacific Islander,86K-165K,31,Associate Degree,More than 10 years,Strongly agree,Somewhat agree,Strongly agree,Strongly disagree,Democrat,I use them regularly.,"Yes, I use them every week in my work.",Monthly,Monthly,Monthly,Monthly,Monthly,Never,Weekly,Monthly,Weekly,Upwork
b8083b70-8775-4ecb-b361-c93d22608107,Statisticians,Male,Other,86K-165K,24,"Doctorate (e.g., PhD)",3-5 years,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,No political affliation,I use them regularly.,"Yes, I use them every day in my work.",Daily,Weekly,Monthly,Weekly,Weekly,Weekly,Daily,Monthly,Daily,WoM
65f0d7be-f244-4ed0-b1a4-fefa252f5978,Statisticians,Male,Other,30-60K,25,Bachelor’s Degree,1-2 year,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Prefer not to answer,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Daily,Daily,Daily,Weekly,Weekly,Never,Monthly,WoM
91f13901-9d21-42ac-9e6f-eb4b79912970,Web Administrators,Female,Asian American and Pacific Islander,86K-165K,25,Bachelor’s Degree,3-5 years,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Democrat,I use them regularly.,"Yes, I use them every week in my work.",Weekly,Weekly,Never,Never,Monthly,Monthly,Weekly,Never,Never,Prolific
40465d04-a0eb-44c4-8fe6-2b90e590d306,Computer Programmers,Female,White,Prefer not to say,23,Master’s Degree,1-2 year,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Democrat,I use them regularly.,"Yes, I use them every day in my work.",Monthly,Monthly,Monthly,Daily,Never,Weekly,Daily,Never,Daily,WoM
18bf3b1a-380d-4286-8893-5bb8f8c29efb,Computer and Information Research Scientists,Female,Black,30-60K,29,Bachelor’s Degree,More than 10 years,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Democrat,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Upwork
e07bf374-2a39-40c8-a9e6-bba00285edd6,Computer and Information Research Scientists,Male,Asian American and Pacific Islander,30-60K,35,"Doctorate (e.g., PhD)",3-5 years,Strongly agree,Somewhat disagree,Strongly agree,Strongly disagree,Independent,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Daily,Daily,Weekly,Never,Weekly,Monthly,Weekly,Prolific
2d38acdd-d47c-4090-80c9-cc768449d9ab,Computer and Information Research Scientists,Male,Asian American and Pacific Islander,0-30K,20,Bachelor’s Degree,1-2 year,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Prefer not to answer,I use them regularly.,"Yes, I use them every day in my work.",Daily,Weekly,Weekly,Monthly,Weekly,Monthly,Daily,Monthly,Weekly,WoM
7051583b-24dd-4d79-9135-7d8e299fffef,Clinical Data Managers,Male,White,165K-209K,18,Bachelor’s Degree,3-5 years,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Republican,I use them regularly.,"Yes, I use them every week in my work.",Weekly,Weekly,Weekly,Weekly,Weekly,Weekly,Weekly,Weekly,Weekly,WoM
47d317c9-a460-4ce2-ac4f-1f8250b62b47,Computer Network Support Specialists,Male,Black,30-60K,38,Bachelor’s Degree,6-10 years,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,No political affliation,I have some experience using them.,"No, I have not used them for any work-related activities.",Không sử dụng,Không sử dụng,Không sử dụng,Không sử dụng,Không sử dụng,Không sử dụng,Không sử dụng,Không sử dụng,Không sử dụng,Upwork
b7439943-4fe3-4189-abca-42599d839086,Network and Computer Systems Administrators,Male,White,86K-165K,34,"Some College, No Degree",More than 10 years,Strongly agree,Strongly disagree,Strongly agree,Somewhat disagree,Prefer not to answer,I use them regularly.,"Yes, I use them every week in my work.",Daily,Daily,Weekly,Daily,Daily,Weekly,Weekly,Monthly,Never,Upwork
0a17f303-fb73-4359-b6fd-a49c06ef7bb0,Statisticians,Male,Asian American and Pacific Islander,30-60K,22,Bachelor’s Degree,3-5 years,Strongly agree,Somewhat agree,Strongly agree,Strongly disagree,Prefer not to answer,I use them regularly.,"Yes, I use them every day in my work.",Daily,Weekly,Weekly,Daily,Weekly,Weekly,Daily,Monthly,Daily,WoM
e6606068-50df-4bf1-b4b7-10580af63b77,Network and Computer Systems Administrators,Male,White,30-60K,31,"Some College, No Degree",3-5 years,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,No political affliation,I use them regularly.,"Yes, I use them every day in my work.",Weekly,Weekly,Daily,Monthly,Daily,Daily,Daily,Daily,Daily,Upwork
dd6060b5-0afa-4f96-9798-f718224eaec1,Web Developers,Female,Asian American and Pacific Islander,209K-529K,28,Bachelor’s Degree,3-5 years,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Independent,I use them regularly.,"Yes, I have used them occasionally for specific tasks.",Weekly,Never,Monthly,Never,Never,Never,Weekly,Never,Never,Prolific
70db1c21-41b7-4b5a-9643-bbcdde14b005,Computer Network Support Specialists,Male,Black,60-86K,36,Master’s Degree,More than 10 years,Strongly disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Prefer not to answer,I use them regularly.,"Yes, I have used them occasionally for specific tasks.",Weekly,Weekly,Weekly,Daily,Never,Never,Weekly,Never,Monthly,Upwork
6a92d9b2-af20-48d7-ab1f-98cc427bef09,Computer and Information Research Scientists,Male,Other,165K-209K,32,Master’s Degree,3-5 years,Strongly agree,Somewhat disagree,Strongly agree,Strongly disagree,No political affliation,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,WoM
c210fd0d-88e3-4423-a603-26bc29bc69f0,Computer and Information Research Scientists,Female,Asian American and Pacific Islander,Prefer not to say,27,"Doctorate (e.g., PhD)",6-10 years,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly disagree,No political affliation,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Daily,Daily,Weekly,Weekly,Daily,Weekly,Weekly,WoM
3066e05c-facc-4b0b-9740-438c88fc63af,Computer Network Support Specialists,Male,White,86K-165K,24,"Some College, No Degree",3-5 years,Strongly agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Other,I use them regularly.,"Yes, I use them every day in my work.",Monthly,Never,Never,Never,Never,Monthly,Daily,Weekly,Daily,Upwork
668664c8-d126-47f8-8bd9-c89c4b1c9217,Statisticians,Female,Asian American and Pacific Islander,60-86K,26,Master’s Degree,1-2 year,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,No political affliation,I use them regularly.,"Yes, I use them every day in my work.",Weekly,Never,Monthly,Daily,Never,Monthly,Daily,Never,Never,WoM
91ce7f55-5154-482e-a090-cc7d07453148,Database Administrators,Male,Black,0-30K,33,Bachelor’s Degree,3-5 years,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Prefer not to answer,I have some experience using them.,"Yes, I use them every day in my work.",Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,WoM
1634b1fd-ac65-4ba6-bbd6-8a365109ff47,Computer Systems Engineers/Architects,Male,Asian American and Pacific Islander,86K-165K,31,Bachelor’s Degree,6-10 years,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Democrat,I use them regularly.,"Yes, I use them every day in my work.",Daily,Weekly,Never,Never,Never,Never,Weekly,Never,Weekly,Upwork
8d3035db-0408-418e-9f2b-6bb523219f90,Biostatisticians,Male,Black,60-86K,18,Associate Degree,Less than 1 year,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Libertarian,I have some experience using them.,"No, I have not used them for any work-related activities.",Không sử dụng,Không sử dụng,Không sử dụng,Không sử dụng,Không sử dụng,Không sử dụng,Không sử dụng,Không sử dụng,Không sử dụng,WoM
d5dfd67c-40ca-418a-8d2b-0351aab61f5b,Network and Computer Systems Administrators,Male,Black,0-30K,20,Bachelor’s Degree,1-2 year,Strongly agree,Somewhat agree,Strongly agree,Neither agree nor disagree,No political affliation,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Daily,Daily,Daily,Daily,Daily,Daily,Weekly,Weekly,Daily,WoM
5f853e7c-b53e-4668-99ac-e896bbabc009,Computer Network Support Specialists,Male,Black,0-30K,29,Bachelor’s Degree,6-10 years,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Republican,I have some experience using them.,"Yes, I use them every day in my work.",Daily,Daily,Weekly,Weekly,Weekly,Weekly,Daily,Daily,Daily,WoM
eb77e123-131d-4484-804b-5e9a46ea5673,Video Game Designers,Male,Asian American and Pacific Islander,86K-165K,35,Bachelor’s Degree,1-2 year,Strongly agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Democrat,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Daily,Weekly,Daily,Daily,Daily,Daily,Daily,WoM
3d95a0c1-def9-43b0-88a2-b7bcdfe48984,Web Administrators,Male,Native American,60-86K,32,Bachelor’s Degree,3-5 years,Strongly disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Republican,I use them regularly.,"Yes, I use them every week in my work.",Weekly,Weekly,Daily,Never,Never,Monthly,Monthly,Never,Never,WoM
cf444107-d6c9-4d66-b4cd-214c79b241ac,Database Administrators,Male,Black,30-60K,18,Associate Degree,Less than 1 year,Strongly disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,No political affliation,I have some experience using them.,"No, I have not used them for any work-related activities.",Không sử dụng,Không sử dụng,Không sử dụng,Không sử dụng,Không sử dụng,Không sử dụng,Không sử dụng,Không sử dụng,Không sử dụng,WoM
12c5ffed-0ad6-4a36-8351-5dc779cb0aa6,Biostatisticians,Female,Black,30-60K,24,Bachelor’s Degree,1-2 year,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Independent,I have some experience using them.,"No, I have not used them for any work-related activities.",Không sử dụng,Không sử dụng,Không sử dụng,Không sử dụng,Không sử dụng,Không sử dụng,Không sử dụng,Không sử dụng,Không sử dụng,WoM
1819ddca-812f-4133-af96-5ce2e1409afa,Mathematicians,Male,White,0-30K,27,Master’s Degree,3-5 years,Somewhat agree,Strongly disagree,Somewhat agree,Strongly disagree,Democrat,I have some experience using them.,"Yes, I use them every week in my work.",Weekly,Monthly,Never,Weekly,Monthly,Never,Weekly,Never,Never,WoM
f3de2064-b6ee-48d8-93d3-b8a0d1fda314,Computer Systems Engineers/Architects,Male,White,86K-165K,43,Bachelor’s Degree,More than 10 years,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Independent,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Weekly,Daily,Weekly,Weekly,Daily,Weekly,Daily,Upwork
914f9b95-c3c0-4310-90c9-7f1eee487222,Video Game Designers,Male,Black,60-86K,18,High School,1-2 year,Strongly disagree,Strongly agree,Somewhat agree,Strongly agree,No political affliation,I have heard of them but don't know much about their functionalities.,"Yes, I use them every week in my work.",Weekly,Weekly,Daily,Never,Weekly,Monthly,Monthly,Daily,Weekly,Upwork
080b8b67-d575-4cc9-bf36-c0de2e9cab37,Mathematicians,Male,Black,30-60K,31,Master’s Degree,6-10 years,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,No political affliation,I use them regularly.,"Yes, I use them every day in my work.",Daily,Weekly,Daily,Weekly,Weekly,Weekly,Daily,Daily,Weekly,WoM
6cb7681e-3df7-488d-b546-94f19ec5b973,Biostatisticians,Male,Asian American and Pacific Islander,0-30K,25,Bachelor’s Degree,1-2 year,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly disagree,No political affliation,I have some experience using them.,"Yes, I use them every week in my work.",Daily,Monthly,Never,Weekly,Monthly,Never,Daily,Never,Monthly,WoM
7687046a-120f-4300-8be3-c7d5a3cbf9d5,Video Game Designers,Male,White,0-30K,23,Associate Degree,6-10 years,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Republican,I use them regularly.,"Yes, I have used them occasionally for specific tasks.",Monthly,Monthly,Monthly,Never,Monthly,Monthly,Weekly,Never,Never,Upwork
0d584f8a-c33c-4789-a23b-0e390b631e5b,Clinical Data Managers,Male,Asian American and Pacific Islander,Prefer not to say,50,Master’s Degree,More than 10 years,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Independent,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Never,Never,Never,Never,Never,Never,Never,Never,Never,WoM
e7bca64a-cce0-4fc9-9dec-a837f0887b85,Biostatisticians,Male,Other,86K-165K,27,Master’s Degree,1-2 year,Strongly agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Independent,I use them regularly.,"Yes, I use them every day in my work.",Never,Never,Monthly,Never,Never,Never,Daily,Monthly,Monthly,WoM
4b33cee5-9a5f-4998-a0f7-2ba7861bf374,Biostatisticians,Female,Asian American and Pacific Islander,86K-165K,37,"Doctorate (e.g., PhD)",6-10 years,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Prefer not to answer,I use them regularly.,"Yes, I use them every week in my work.",Weekly,Weekly,Monthly,Daily,Daily,Daily,Weekly,Never,Daily,WoM
6d4d290f-d500-4187-a098-842945b68542,Statisticians,Male,White,86K-165K,42,Master’s Degree,More than 10 years,Somewhat disagree,Strongly agree,Strongly disagree,Somewhat agree,Prefer not to answer,I have heard of them but don't know much about their functionalities.,"No, I have not used them for any work-related activities.",Không sử dụng,Không sử dụng,Không sử dụng,Không sử dụng,Không sử dụng,Không sử dụng,Không sử dụng,Không sử dụng,Không sử dụng,WoM
def14a03-3b7b-4c0a-b1e4-48fc58622ab1,Statisticians,Female,Asian American and Pacific Islander,86K-165K,28,Master’s Degree,3-5 years,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Prefer not to answer,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Monthly,Monthly,Never,Monthly,Never,Never,Monthly,Never,Monthly,WoM
0c07f7d7-f369-4133-811a-d3d63a075dce,Clinical Data Managers,Male,Black,86K-165K,29,Bachelor’s Degree,3-5 years,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat disagree,No political affliation,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Daily,Monthly,Daily,Monthly,Monthly,Monthly,Monthly,Upwork
bb5b9b6e-1289-4841-a6c5-10eec21d3296,Computer Systems Analysts,Female,Asian American and Pacific Islander,60-86K,25,Master’s Degree,1-2 year,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Democrat,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Weekly,Weekly,Weekly,Daily,Daily,Weekly,Weekly,Monthly,Daily,WoM
62dafc20-4ac4-459c-b261-58430acc0855,Clinical Data Managers,Male,Asian American and Pacific Islander,165K-209K,54,"Doctorate (e.g., PhD)",More than 10 years,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat disagree,Libertarian,I use them regularly.,"Yes, I use them every week in my work.",Daily,Daily,Weekly,Daily,Daily,Daily,Weekly,Monthly,Daily,WoM
368dfd6f-db7d-466f-97c1-7a1f81fee3d2,Health Informatics Specialists,Female,White,0-30K,24,High School,3-5 years,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Republican,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Monthly,Monthly,Monthly,Monthly,Monthly,Daily,Never,Never,Monthly,Prolific
53c4f49c-7460-4c68-b41b-fa6236b0e47a,Health Informatics Specialists,Male,White,60-86K,25,Bachelor’s Degree,3-5 years,Neither agree nor disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,Democrat,I use them regularly.,"Yes, I use them every day in my work.",Monthly,Weekly,Monthly,Monthly,Monthly,Daily,Monthly,Monthly,Weekly,Prolific
87a33d36-2b60-436e-bec1-13ea915270d0,Health Informatics Specialists,Male,Other,60-86K,57,"Professional Degree (e.g., MD, JD)",More than 10 years,Strongly agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Independent,I have heard of them but don't know much about their functionalities.,"Yes, I have used them occasionally for specific tasks.",Weekly,Daily,Daily,Daily,Weekly,Weekly,Never,Never,Never,Prolific
5a0dc188-abba-4b12-87c9-3d9255474d45,Health Informatics Specialists,Female,Black,30-60K,26,Bachelor’s Degree,3-5 years,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Independent,I have some experience using them.,"No, I have not used them for any work-related activities.",Không sử dụng,Không sử dụng,Không sử dụng,Không sử dụng,Không sử dụng,Không sử dụng,Không sử dụng,Không sử dụng,Không sử dụng,Prolific
c7b5e5a4-0ab6-4fa2-85f8-0d769e642af2,Health Informatics Specialists,Female,White,60-86K,38,Associate Degree,More than 10 years,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Independent,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Monthly,Weekly,Monthly,Monthly,Monthly,Never,Never,Never,Monthly,Prolific
51567888-5fff-465f-9d43-fa7b3d99f12f,Health Informatics Specialists,Female,White,60-86K,32,Master’s Degree,3-5 years,Somewhat agree,Strongly disagree,Somewhat agree,Strongly disagree,Republican,I use them regularly.,"Yes, I use them every day in my work.",Daily,Weekly,Weekly,Monthly,Daily,Weekly,Weekly,Never,Daily,Prolific
2370145b-f4f7-46ea-8d3f-62ded48d67c6,Health Informatics Specialists,Male,Black,60-86K,30,Master’s Degree,3-5 years,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Republican,I have some experience using them.,"Yes, I use them every week in my work.",Daily,Weekly,Daily,Daily,Daily,Weekly,Weekly,Weekly,Monthly,Prolific
b42e3660-4998-403f-8746-fecb0325ff15,Video Game Designers,Male,White,209K-529K,59,Bachelor’s Degree,More than 10 years,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Libertarian,I use them regularly.,"Yes, I use them every day in my work.",Daily,Weekly,Weekly,Daily,Weekly,Weekly,Never,Never,Daily,Upwork
48625545-3c87-4217-ba6b-c1382122cf24,Business Intelligence Analysts,Female,Other,165K-209K,34,Master’s Degree,More than 10 years,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Independent,I use them regularly.,"Yes, I use them every day in my work.",Daily,Weekly,Weekly,Weekly,Never,Never,Never,Never,Monthly,Upwork
f60eb05b-707d-4eae-9f96-75e24fbbccbc,Clinical Data Managers,Female,White,Prefer not to say,100,Master’s Degree,More than 10 years,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Prefer not to answer,I use them regularly.,"Yes, I use them every week in my work.",Never,Never,Never,Never,Never,Never,Monthly,Never,Never,WoM
c8cd6dc3-4055-4038-aefd-95682a074fa7,Network and Computer Systems Administrators,Male,Black,60-86K,31,Bachelor’s Degree,6-10 years,Strongly agree,Somewhat agree,Strongly agree,Strongly disagree,No political affliation,I use them regularly.,"Yes, I have used them occasionally for specific tasks.",Never,Never,Never,Daily,Daily,Weekly,Monthly,Monthly,Weekly,Upwork
ac47fbf0-25d5-47ed-9921-3a7ba5163867,Network and Computer Systems Administrators,Male,Other,30-60K,31,Associate Degree,6-10 years,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,No political affliation,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Daily,Daily,Weekly,Daily,Daily,Weekly,Monthly,Weekly,Daily,Upwork
aa9a4305-399b-467f-ad91-75854bc999fd,Clinical Data Managers,Female,Hispanic,60-86K,44,"Some College, No Degree",1-2 year,Strongly agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Independent,I have some experience using them.,"Yes, I use them every week in my work.",Weekly,Weekly,Daily,Daily,Daily,Daily,Weekly,Never,Daily,Upwork
efca99fb-9e74-45f9-9ddf-4ae0a1280c26,Network and Computer Systems Administrators,Male,White,86K-165K,39,High School,6-10 years,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,No political affliation,I use them regularly.,"Yes, I use them every week in my work.",Weekly,Weekly,Weekly,Monthly,Monthly,Weekly,Weekly,Monthly,Weekly,Upwork
0ce39a58-e630-4732-80b0-8ade15d663e7,Software Quality Assurance Analysts and Testers,Female,Other,Prefer not to say,18,Master’s Degree,6-10 years,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Prefer not to answer,I use them regularly.,"Yes, I use them every day in my work.",Monthly,Weekly,Weekly,Weekly,Weekly,Monthly,Daily,Weekly,Never,Upwork
8857be73-0387-4204-b641-a7f9ee50f032,Computer Network Support Specialists,Female,Other,Prefer not to say,28,Master’s Degree,6-10 years,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Prefer not to answer,I use them regularly.,"Yes, I use them every day in my work.",Weekly,Weekly,Daily,Daily,Weekly,Monthly,Never,Weekly,Monthly,WoM
313e5824-1b30-4ce0-85b7-a76fa19a2320,Clinical Data Managers,Female,Asian American and Pacific Islander,60-86K,24,Master’s Degree,1-2 year,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree,No political affliation,I use them regularly.,"Yes, I use them every day in my work.",Monthly,Weekly,Monthly,Daily,Weekly,Monthly,Weekly,Never,Never,WoM
f11df512-19a6-4610-a882-1921347503a2,Web Administrators,Male,Asian American and Pacific Islander,165K-209K,45,Bachelor’s Degree,More than 10 years,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Independent,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Weekly,Weekly,Weekly,Daily,Weekly,Daily,Weekly,Weekly,Weekly,Prolific
6a292b45-e0a3-412f-8ad3-a7d48af811e5,Network and Computer Systems Administrators,Female,Black,0-30K,36,Master’s Degree,3-5 years,Somewhat agree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Democrat,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Never,Daily,Weekly,Monthly,Monthly,Never,Weekly,Upwork
ab4a13d8-7979-4a4b-a2c2-f16f8124ac4d,Computer and Information Research Scientists,Male,Other,0-30K,21,Bachelor’s Degree,1-2 year,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Prefer not to answer,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Monthly,Monthly,Monthly,Never,Monthly,Never,Weekly,Never,Monthly,WoM
505a1fa5-c185-415b-a865-676adec48df6,Web Administrators,Female,White,30-60K,18,Master’s Degree,More than 10 years,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly disagree,Prefer not to answer,I have some experience using them.,"Yes, I use them every day in my work.",Daily,Weekly,Daily,Weekly,Daily,Monthly,Weekly,Daily,Daily,Prolific
c5617d1a-ed2c-44bc-88f7-9f4c282f939e,Web Administrators,Male,White,165K-209K,44,Master’s Degree,3-5 years,Somewhat disagree,Somewhat agree,Strongly agree,Strongly disagree,Republican,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Prolific
860df91f-578b-4a08-add4-545df40ced55,Network and Computer Systems Administrators,Female,White,86K-165K,59,Master’s Degree,3-5 years,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Independent,I use them regularly.,"Yes, I use them every week in my work.",Daily,Never,Weekly,Never,Weekly,Daily,Monthly,Never,Daily,Prolific
4f3a2046-c0fc-49e6-ad4b-9b123f293943,Statisticians,Male,Asian American and Pacific Islander,165K-209K,18,"Doctorate (e.g., PhD)",3-5 years,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,No political affliation,I have heard of them but don't know much about their functionalities.,"Yes, I use them every day in my work.",Daily,Never,Monthly,Never,Never,Never,Weekly,Never,Never,WoM
c904660f-f20a-4dcc-b81a-6d19e4647e2f,Computer and Information Research Scientists,Male,Asian American and Pacific Islander,165K-209K,24,Master’s Degree,Less than 1 year,Strongly agree,Somewhat disagree,Somewhat agree,Strongly disagree,No political affliation,I use them regularly.,"Yes, I use them every week in my work.",Weekly,Monthly,Never,Never,Monthly,Never,Weekly,Never,Daily,WoM
21801a4a-d8b1-422d-a001-5b20af0d2651,Clinical Data Managers,Male,Other,165K-209K,45,"Doctorate (e.g., PhD)",3-5 years,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Independent,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Weekly,Daily,Daily,Weekly,Never,Never,Daily,WoM
696b9bf8-d377-42ae-b561-84716428bf09,Biostatisticians,Female,Asian American and Pacific Islander,30-60K,26,Master’s Degree,Less than 1 year,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,No political affliation,I use them regularly.,"Yes, I use them every day in my work.",Weekly,Weekly,Monthly,Weekly,Monthly,Monthly,Monthly,Never,Never,WoM
0ff78de2-c4de-4307-9469-f0ef6111d114,Computer Systems Engineers/Architects,Male,Asian American and Pacific Islander,30-60K,33,Bachelor’s Degree,More than 10 years,Strongly agree,Somewhat disagree,Strongly agree,Somewhat agree,Democrat,I use them regularly.,"Yes, I use them every day in my work.",Daily,Weekly,Monthly,Weekly,Weekly,Weekly,Weekly,Weekly,Weekly,WoM
b7f7d3c6-867c-4d42-bc1a-2f5c23773973,Computer Systems Engineers/Architects,Male,White,86K-165K,45,Bachelor’s Degree,More than 10 years,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Democrat,I use them regularly.,"Yes, I use them every week in my work.",Weekly,Never,Never,Never,Weekly,Never,Never,Never,Never,Upwork
faf9e845-8ee3-44ad-92b9-3515ecaf1481,Database Administrators,Female,White,30-60K,57,Master’s Degree,More than 10 years,Somewhat agree,Somewhat disagree,Strongly agree,Strongly disagree,Democrat,I have some experience using them.,"Yes, I use them every week in my work.",Weekly,Monthly,Daily,Weekly,Daily,Weekly,Daily,Weekly,Weekly,WoM
2a13f6f1-e76d-4666-9244-410c8f5cafcf,Database Administrators,Female,Hispanic,60-86K,41,Associate Degree,6-10 years,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Independent,I use them regularly.,"Yes, I use them every week in my work.",Weekly,Weekly,Weekly,Monthly,Weekly,Monthly,Never,Never,Monthly,Prolific
ffe7e923-60d2-4223-a6c7-37e092f9ad87,Database Administrators,Male,White,86K-165K,39,Bachelor’s Degree,3-5 years,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,No political affliation,I use them regularly.,"Yes, I have used them occasionally for specific tasks.",Weekly,Weekly,Weekly,Weekly,Weekly,Weekly,Weekly,Weekly,Weekly,Prolific
eec00b04-d932-4142-be46-df770d15c782,Web Administrators,Female,White,86K-165K,18,Master’s Degree,6-10 years,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,Independent,I use them regularly.,"Yes, I use them every day in my work.",Weekly,Monthly,Weekly,Daily,Daily,Weekly,Monthly,Monthly,Daily,WoM
4fba52da-cd7e-4484-aa07-1eb3afb81369,Computer Network Support Specialists,Male,White,86K-165K,45,Bachelor’s Degree,More than 10 years,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,No political affliation,I have some experience using them.,"Yes, I use them every week in my work.",Weekly,Never,Never,Never,Never,Never,Never,Never,Never,WoM
